Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Mileage(kmpl),Engine(CC),Power(bhp),Car_Age(Years),Price(in Lakhs),Brand,Model
Chevrolet Optra Magnum 1.6 LS BS3,Jaipur,2007,118500,Petrol,Manual,First,5,12.9,1598.0,102.5,18,1.25,Chevrolet,Optra Magnum
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2012,63000,Diesel,Manual,First,5,22.07,1199.0,73.9,13,4.2,Volkswagen,Polo Diesel
Renault Lodgy 110PS RxZ 8 Seater,Mumbai,2015,25000,Diesel,Manual,First,8,19.98,1461.0,108.5,10,6.75,Renault,Lodgy 110PS
Mercedes-Benz E-Class E250 CDI Avantgrade,Bangalore,2014,37382,Diesel,Automatic,First,5,13.0,2143.0,201.1,11,32.0,Mercedes-Benz,E-Class E250
Maruti Baleno Alpha,Kochi,2017,24773,Petrol,Manual,First,5,21.4,1197.0,83.1,8,7.5,Maruti,Baleno Alpha
Hyundai Verna 1.6 SX,Delhi,2012,62000,Diesel,Manual,First,5,22.32,1582.0,126.32,13,4.6,Hyundai,Verna 1.6
Hyundai i10 Magna 1.1,Kochi,2017,52340,Petrol,Manual,First,5,19.81,1086.0,68.05,8,4.04,Hyundai,i10 Magna
Mahindra Scorpio 1.99 S10 4WD,Kochi,2016,56739,Diesel,Manual,First,7,15.4,1997.0,120.0,9,10.31,Mahindra,Scorpio 1.99
Land Rover Range Rover 2.2L Dynamic,Coimbatore,2018,36091,Diesel,Automatic,First,5,12.7,2179.0,187.7,7,55.76,Land,Rover Range
Ford Figo Diesel ZXI,Chennai,2010,120000,Diesel,Manual,First,5,20.0,1399.0,68.0,15,2.6,Ford,Figo Diesel
Maruti Ertiga ZDI,Mumbai,2016,33000,Diesel,Manual,First,7,25.47,1248.0,88.5,9,8.5,Maruti,Ertiga ZDI
Honda City 1.5 GXI,Ahmedabad,2007,60006,Petrol,Manual,First,5,0.0,1616.57,110.75,18,2.95,Honda,City 1.5
Honda Amaze S i-Dtech,Kolkata,2014,52000,Diesel,Manual,First,5,25.8,1498.0,98.6,11,3.5,Honda,Amaze S
Hyundai i10 Magna,Jaipur,2015,43571,Petrol,Manual,First,5,20.36,1197.0,78.9,10,3.55,Hyundai,i10 Magna
Honda Amaze S i-Dtech,Kolkata,2013,50000,Diesel,Manual,First,5,25.8,1498.0,98.6,12,3.25,Honda,Amaze S
Skoda Laura Ambiente,Hyderabad,2008,113000,Diesel,Manual,First,5,17.5,1896.0,106.0,17,4.5,Skoda,Laura Ambiente
Renault Duster 85PS Diesel RxL,Delhi,2014,90000,Diesel,Manual,First,5,19.87,1461.0,83.8,11,5.35,Renault,Duster 85PS
Mahindra NuvoSport N6,Chennai,2017,29000,Diesel,Manual,Second,7,17.45,1493.0,100.0,8,6.5,Mahindra,NuvoSport N6
Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,2016,20000,Diesel,Manual,First,5,24.3,1248.0,88.5,9,9.0,Maruti,Vitara Brezza
Hyundai i20 Asta Option 1.2,Kochi,2016,61012,Petrol,Manual,First,5,18.6,1197.0,81.83,9,6.0,Hyundai,i20 Asta
Skoda Fabia 1.4 MPI Ambiente,Jaipur,2009,87459,Petrol,Manual,First,5,14.7,1390.0,85.0,16,2.75,Skoda,Fabia 1.4
Tata Indigo eCS GLX,Pune,2010,70500,Petrol,Manual,First,5,15.64,1193.0,64.1,15,1.5,Tata,Indigo eCS
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2015,64103,Diesel,Automatic,First,5,15.73,1968.0,174.33,10,19.9,Audi,Q3 2012-2015
Skoda Octavia Elegance 1.8 TSI AT,Mumbai,2014,76000,Petrol,Automatic,First,5,14.7,1798.0,177.5,11,10.0,Skoda,Octavia Elegance
Toyota Etios Liva GD SP,Delhi,2014,104000,Diesel,Manual,First,5,23.59,1364.0,67.06,11,3.0,Toyota,Etios Liva
Maruti Swift 1.3 VXi,Kolkata,2010,42001,Petrol,Manual,First,5,16.1,1616.57,110.75,15,2.11,Maruti,Swift 1.3
Mercedes-Benz B Class B180,Kochi,2014,37245,Petrol,Automatic,First,5,14.8,1595.0,120.7,11,11.96,Mercedes-Benz,B Class
Honda Amaze S Diesel,Kolkata,2013,45000,Diesel,Manual,First,5,27.4,1498.0,98.6,12,3.25,Honda,Amaze S
Hyundai Verna 1.6 SX,Jaipur,2012,117837,Diesel,Manual,Second,5,22.32,1582.0,126.32,13,4.75,Hyundai,Verna 1.6
Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,30000,Diesel,Manual,First,5,20.46,1461.0,83.8,11,5.95,Renault,Duster 85PS
Hyundai Creta 1.6 VTVT S,Delhi,2015,27057,Petrol,Manual,Second,5,15.29,1591.0,121.3,10,8.15,Hyundai,Creta 1.6
Maruti Wagon R AMT VXI,Mumbai,2016,8500,Petrol,Automatic,First,5,20.51,998.0,67.0,9,4.22,Maruti,Wagon R
Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,Petrol,Automatic,First,5,11.74,1796.0,186.0,15,10.5,Mercedes-Benz,New C-Class
Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,Diesel,Automatic,First,5,11.8,2967.0,246.7,13,45.0,Audi,A8 L
Hyundai i10 Magna 1.1,Pune,2012,44000,Petrol,Manual,Second,5,19.81,1086.0,68.05,13,2.9,Hyundai,i10 Magna
Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,10500,Petrol,Automatic,First,5,14.3,1598.0,103.52,8,8.9,Skoda,Rapid 1.6
Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,Petrol,Automatic,First,5,14.67,1798.0,177.46,8,26.0,Skoda,Superb Style
Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,Petrol,Manual,First,5,17.19,1197.0,81.86,7,8.22,Hyundai,i20 Active
Honda Amaze VX i-DTEC,Kolkata,2014,64000,Diesel,Manual,Second,5,25.8,1498.0,98.6,11,3.5,Honda,Amaze VX
Maruti Wagon R LXI,Chennai,2004,61000,Petrol,Manual,Second,5,18.9,998.0,67.1,21,1.25,Maruti,Wagon R
Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,Diesel,Manual,First,5,21.03,1461.0,65.0,12,3.7,Mahindra,Verito 1.5
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,29161,Diesel,Automatic,First,5,19.27,2143.0,167.62,7,39.41,Mercedes-Benz,New C-Class
Maruti Wagon R VXI,Kolkata,2013,32000,Petrol,Manual,First,5,22.5,998.0,67.04,12,2.65,Maruti,Wagon R
Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Diesel,Manual,Second,5,19.01,1461.0,108.5,10,8.92,Nissan,Terrano XV
Maruti Swift VDI BSIV,Delhi,2013,47000,Diesel,Manual,First,5,17.8,1248.0,0.0,12,4.1,Maruti,Swift VDI
Mini Cooper Convertible S,Kochi,2017,26327,Petrol,Automatic,First,4,16.82,1998.0,189.08,8,35.67,Mini,Cooper Convertible
Ford Figo Diesel,Bangalore,2015,70436,Diesel,Manual,First,5,0.0,1498.0,99.0,10,3.6,Ford,Figo Diesel
Tata Indica V2 DLS BSII,Jaipur,2007,200000,Diesel,Manual,Second,5,17.2,1396.0,53.5,18,0.85,Tata,Indica V2
Chevrolet Beat LT,Kochi,2016,60813,Petrol,Manual,Second,5,18.6,1199.0,76.8,9,3.32,Chevrolet,Beat LT
Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,Diesel,Manual,First,5,22.07,1199.0,73.9,13,3.6,Volkswagen,Polo Diesel
Maruti Swift ZDi,Hyderabad,2016,64000,Diesel,Manual,First,5,22.9,1248.0,74.0,9,6.8,Maruti,Swift ZDi
Ford Figo Diesel EXI,Kolkata,2012,41284,Diesel,Manual,First,5,20.0,1399.0,68.05,13,2.5,Ford,Figo Diesel
Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,Diesel,Automatic,First,7,11.36,2755.0,171.5,6,19.64,Toyota,Innova Crysta
Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Diesel,Automatic,Second,7,11.72,2199.0,194.3,14,7.0,Hyundai,Santa Fe
Honda City i-VTEC V,Kolkata,2011,32572,Petrol,Manual,First,5,17.4,1497.0,117.3,14,3.87,Honda,City i-VTEC
Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,Petrol,Manual,First,5,18.6,1197.0,81.83,7,6.27,Hyundai,i20 1.2
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,Diesel,Automatic,First,5,19.27,2143.0,167.62,10,18.12,Mercedes-Benz,New C-Class
Chevrolet Beat Diesel LT,Mumbai,2013,74000,Diesel,Manual,First,5,25.44,936.0,57.6,12,2.65,Chevrolet,Beat Diesel
Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,Diesel,Manual,First,5,22.54,1396.0,88.73,10,7.2,Hyundai,i20 Sportz
Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,Diesel,Manual,First,7,12.99,2494.0,100.6,10,14.3,Toyota,Innova 2.5
Maruti Ertiga VDI,Chennai,2013,52000,Diesel,Manual,First,7,20.77,1248.0,88.76,12,6.9,Maruti,Ertiga VDI
Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,Diesel,Manual,First,7,12.8,2494.0,102.0,11,10.75,Toyota,Innova 2.5
Hyundai Santro Xing XO eRLX Euro II,Mumbai,2007,72000,Petrol,Manual,Third,5,17.0,1086.0,0.0,18,0.95,Hyundai,Santro Xing
Honda City i VTEC V,Kochi,2016,33915,Petrol,Manual,First,5,17.8,1497.0,117.3,9,8.09,Honda,City i
BMW X1 sDrive20d,Ahmedabad,2014,82002,Diesel,Automatic,First,5,17.05,1995.0,184.0,11,18.5,BMW,X1 sDrive20d
Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,Diesel,Manual,First,5,24.0,1120.0,70.0,8,4.75,Hyundai,Grand i10
Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,Diesel,Manual,First,5,28.09,1248.0,88.5,9,8.45,Maruti,Ciaz 1.3
Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,Diesel,Manual,First,5,20.5,1598.0,103.6,13,3.5,Skoda,Rapid Leisure
Hyundai Accent CRDi,Kochi,2006,160538,Diesel,Manual,First,5,13.1,1493.0,82.0,19,1.8,Hyundai,Accent CRDi
Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Diesel,Manual,Second,5,19.91,1498.0,103.6,11,3.7,Volkswagen,Polo GT
Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,Petrol,Manual,First,5,18.7,1199.0,88.7,8,7.17,Honda,Jazz 1.2
Hyundai i10 Era,Jaipur,2010,83000,Petrol,Manual,First,5,19.81,1086.0,68.05,15,1.75,Hyundai,i10 Era
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,Diesel,Automatic,First,5,16.38,1995.0,183.0,7,21.99,Hyundai,Tucson 2.0
Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,Diesel,Manual,First,7,13.68,2393.0,147.8,8,18.65,Toyota,Innova Crysta
Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Petrol,Manual,Third,5,19.7,796.0,35.0,14,1.85,Maruti,Omni MPI
Maruti Swift VXI BSIV,Coimbatore,2017,27872,Petrol,Manual,Second,5,20.4,1197.0,81.8,8,5.95,Maruti,Swift VXI
Hyundai Grand i10 Magna,Mumbai,2014,16514,Petrol,Manual,First,5,18.9,1197.0,82.0,11,3.75,Hyundai,Grand i10
Maruti Swift VDI,Pune,2012,120000,Diesel,Manual,First,5,22.9,1248.0,74.0,13,3.75,Maruti,Swift VDI
Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,Diesel,Manual,First,5,22.0,1582.0,126.2,17,2.6,Hyundai,Verna CRDi
Hyundai Santro Xing XL,Hyderabad,2006,99000,Petrol,Manual,First,5,0.0,1086.0,0.0,19,1.75,Hyundai,Santro Xing
Hyundai i20 1.2 Sportz,Mumbai,2010,52000,Petrol,Manual,First,5,17.0,1197.0,80.0,15,2.8,Hyundai,i20 1.2
Mercedes-Benz GLE 350d,Coimbatore,2017,29819,Diesel,Automatic,First,5,11.57,2987.0,254.79,8,61.29,Mercedes-Benz,GLE 350d
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Diesel,Manual,Second,5,15.8,2148.0,170.0,11,18.0,Mercedes-Benz,New C-Class
Maruti Ritz ZDi,Hyderabad,2014,88500,Diesel,Manual,First,5,23.2,1248.0,73.94,11,4.35,Maruti,Ritz ZDi
Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,Diesel,Manual,First,5,19.67,1582.0,126.2,9,13.75,Hyundai,Creta 1.6
Maruti A-Star Vxi,Pune,2010,67000,Petrol,Manual,First,5,19.0,998.0,66.1,15,2.0,Maruti,A-Star Vxi
Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,Diesel,Manual,First,5,19.64,1461.0,108.45,9,10.0,Renault,Duster 110PS
Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,Diesel,Manual,First,5,17.8,1248.0,76.0,15,1.65,Fiat,Grande Punto
BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,Diesel,Automatic,First,5,16.55,2993.0,258.0,8,45.77,BMW,X3 xDrive30d
Hyundai i10 Sportz,Bangalore,2010,36000,Petrol,Manual,Second,5,20.36,1197.0,78.9,15,3.25,Hyundai,i10 Sportz
Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,Diesel,Manual,First,7,12.8,2494.0,102.0,9,12.8,Toyota,Innova 2.5
Maruti Zen VXI BSII,Mumbai,2002,60000,Petrol,Manual,Third,5,17.3,993.0,60.0,23,0.55,Maruti,Zen VXI
Maruti Swift VDI,Hyderabad,2018,31025,Diesel,Manual,First,5,28.4,1248.0,74.0,7,7.15,Maruti,Swift VDI
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Diesel,Manual,Second,8,12.05,2179.0,120.0,12,7.0,Mahindra,Scorpio VLX
Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,Diesel,Manual,First,5,22.95,1248.0,74.0,8,3.75,Tata,Zest Quadrajet
Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,Petrol,Manual,First,5,18.88,999.0,123.24,8,8.5,Ford,EcoSport 1.0
Maruti Swift Dzire ZDI,Jaipur,2012,73000,Diesel,Manual,First,5,23.4,1248.0,74.0,13,4.35,Maruti,Swift Dzire
Maruti Alto 800 LXI,Kochi,2016,32227,Petrol,Manual,First,5,22.74,796.0,47.3,9,3.26,Maruti,Alto 800
Honda City 1.5 S MT,Jaipur,2011,55000,Petrol,Manual,First,5,17.0,1497.0,118.0,14,4.21,Honda,City 1.5
Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,Diesel,Automatic,First,7,12.07,2967.0,241.4,7,70.36,Audi,Q7 3.0
Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Diesel,Automatic,Second,5,17.0,1896.0,105.0,16,2.95,Skoda,Laura 1.9
Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,Petrol,Manual,First,5,17.1,1591.0,121.3,13,4.28,Hyundai,Verna 1.6
Honda City 1.5 V AT,Jaipur,2009,78442,Petrol,Automatic,First,5,16.8,1497.0,118.0,16,3.57,Honda,City 1.5
Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,Diesel,Manual,First,5,21.9,1396.0,88.8,12,3.11,Hyundai,i20 Magna
Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,Petrol,Automatic,First,5,15.0,1396.0,98.6,11,5.96,Hyundai,i20 Sportz
Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,Diesel,Manual,First,5,20.54,1598.0,103.6,14,4.7,Volkswagen,Vento Diesel
Honda City i VTEC VX,Ahmedabad,2014,49000,Petrol,Manual,First,5,17.4,1497.0,117.3,11,6.9,Honda,City i
Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,Diesel,Manual,First,5,22.95,1248.0,74.0,7,5.25,Tata,Zest Quadrajet
BMW 5 Series 2003-2012 520d,Pune,2015,64000,Diesel,Automatic,First,5,18.48,1995.0,177.0,10,28.0,BMW,5 Series
Maruti Wagon R LXI Minor,Delhi,2009,60000,Petrol,Manual,First,5,18.9,1061.0,67.0,16,1.35,Maruti,Wagon R
Honda Jazz VX,Delhi,2015,62178,Petrol,Manual,First,5,18.2,1199.0,88.7,10,4.85,Honda,Jazz VX
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,Diesel,Manual,First,5,15.0,1896.0,105.0,13,6.7,Volkswagen,Jetta 2007-2011
Hyundai i10 Magna 1.2,Hyderabad,2010,74000,Petrol,Manual,First,5,20.36,1197.0,78.9,15,3.1,Hyundai,i10 Magna
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,Diesel,Automatic,First,5,19.27,2143.0,170.0,10,18.64,Mercedes-Benz,New C-Class
Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,Petrol,Manual,First,5,20.36,1197.0,78.9,13,2.8,Hyundai,i10 Magna
Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,Diesel,Manual,First,7,13.68,2393.0,147.8,9,20.25,Toyota,Innova Crysta
Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,Diesel,Automatic,First,5,17.68,1968.0,174.33,10,26.78,Audi,A6 2011-2015
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Diesel,Manual,Second,7,12.99,2494.0,100.6,15,8.26,Toyota,Innova 2.5
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,Petrol,Manual,First,5,16.47,1198.0,73.9,10,3.89,Volkswagen,Polo Petrol
Maruti Alto K10 LXI,Hyderabad,2011,70000,Petrol,Manual,First,5,20.92,998.0,67.1,14,2.1,Maruti,Alto K10
Honda City i-VTEC CVT ZX,Mumbai,2017,15000,Petrol,Automatic,First,5,18.0,1497.0,117.3,8,12.69,Honda,City i-VTEC
Tata Indigo LX,Coimbatore,2013,59138,Diesel,Manual,First,5,17.0,1405.0,70.0,12,2.58,Tata,Indigo LX
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,Diesel,Automatic,First,5,17.68,1968.0,174.33,11,20.77,Audi,A6 2011-2015
Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,Diesel,Automatic,First,5,17.9,2143.0,136.0,10,20.26,Mercedes-Benz,GLA Class
Hyundai Santro Xing XL,Chennai,2006,58000,Petrol,Manual,Second,5,0.0,1086.0,0.0,19,1.5,Hyundai,Santro Xing
Maruti Swift VDI BSIV,Kolkata,2011,60020,Diesel,Manual,First,5,17.8,1248.0,0.0,14,2.5,Maruti,Swift VDI
Maruti Celerio VXI AT,Hyderabad,2014,77815,Petrol,Automatic,First,5,23.1,998.0,67.04,11,4.25,Maruti,Celerio VXI
Mercedes-Benz GLE 250d,Hyderabad,2017,29000,Diesel,Automatic,First,5,17.9,2143.0,201.15,8,57.0,Mercedes-Benz,GLE 250d
Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,Diesel,Automatic,First,5,12.7,2179.0,187.7,8,44.0,Land,Rover Range
Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,Diesel,Manual,First,5,20.54,1598.0,103.6,14,3.65,Volkswagen,Vento Diesel
Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,Petrol,Manual,First,5,14.0,796.0,35.0,13,2.05,Maruti,Omni 8
Honda Brio 1.2 VX MT,Kochi,2012,91931,Petrol,Manual,First,5,18.5,1198.0,86.8,13,3.13,Honda,Brio 1.2
Tata Sumo Delux,Hyderabad,2000,158000,Diesel,Manual,Second,7,14.07,2956.0,83.1,25,1.5,Tata,Sumo Delux
Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,Diesel,Manual,First,5,18.0,1248.0,75.0,13,2.85,Tata,Indica Vista
Maruti Wagon R LXI BS IV,Delhi,2012,65000,Petrol,Manual,First,5,18.9,998.0,67.1,13,2.65,Maruti,Wagon R
Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,Diesel,Manual,First,7,16.0,2179.0,140.0,10,10.6,Mahindra,XUV500 W8
Tata Indigo LS Dicor,Pune,2008,138000,Diesel,Manual,Second,5,17.1,1396.0,70.0,17,1.25,Tata,Indigo LS
Maruti Ertiga Paseo VXI,Mumbai,2018,18000,Petrol,Manual,First,7,16.02,1373.0,93.7,7,8.25,Maruti,Ertiga Paseo
Honda Accord 2.4 A/T,Mumbai,2011,60000,Petrol,Automatic,First,5,11.7,2354.0,177.6,14,4.45,Honda,Accord 2.4
Maruti Swift Dzire VDi,Kolkata,2012,48000,Diesel,Manual,First,5,19.3,1248.0,73.9,13,3.7,Maruti,Swift Dzire
Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,Diesel,Manual,First,5,17.8,1399.0,68.0,16,2.8,Ford,Fiesta EXi
Honda City ZX GXi,Kolkata,2008,40000,Petrol,Manual,First,5,17.7,1497.0,78.0,17,1.8,Honda,City ZX
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,51495,Diesel,Automatic,First,5,17.68,1968.0,174.33,11,21.95,Audi,A6 2011-2015
BMW 6 Series 640d Gran Coupe,Mumbai,2011,30000,Diesel,Automatic,First,4,9.52,2993.0,313.0,14,49.0,BMW,6 Series
Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,97430,Diesel,Automatic,First,7,14.75,2967.0,245.0,8,62.67,Audi,Q7 45
Maruti Zen Estilo LXI Green (CNG),Pune,2008,42496,CNG,Manual,First,5,26.3,998.0,67.1,17,1.4,Maruti,Zen Estilo
Hyundai i20 1.4 CRDi Asta,Pune,2012,83000,Diesel,Manual,First,5,23.0,1396.0,90.0,13,5.5,Hyundai,i20 1.4
Hyundai i10 Sportz AT,Bangalore,2009,37000,Petrol,Automatic,Third,5,16.95,1197.0,78.9,16,2.95,Hyundai,i10 Sportz
Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,Petrol,Automatic,First,5,19.0,1199.0,88.7,9,6.86,Honda,Jazz 1.2
Maruti Swift VDI BSIV,Hyderabad,2015,76496,Diesel,Manual,First,5,25.2,1248.0,74.0,10,6.15,Maruti,Swift VDI
Hyundai i20 Asta 1.2,Pune,2011,79152,Petrol,Manual,Second,5,18.5,1197.0,82.85,14,3.3,Hyundai,i20 Asta
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,32000,Petrol,Manual,First,5,16.47,1198.0,73.9,14,2.55,Volkswagen,Polo Petrol
Maruti Alto LXi,Ahmedabad,2009,35000,Petrol,Manual,First,5,19.7,796.0,46.3,16,1.5,Maruti,Alto LXi
Toyota Corolla H4,Chennai,2004,105000,Petrol,Automatic,Second,5,11.3,1794.0,125.0,21,2.5,Toyota,Corolla H4
Maruti Alto LXi,Chennai,2006,56000,Petrol,Manual,Second,5,19.7,796.0,46.3,19,1.4,Maruti,Alto LXi
Tata Manza ELAN Quadrajet BS IV,Pune,2012,73000,Diesel,Manual,First,5,21.12,1248.0,88.8,13,3.4,Tata,Manza ELAN
Maruti Alto LXi,Pune,2012,38000,Petrol,Manual,First,5,19.7,796.0,46.3,13,2.25,Maruti,Alto LXi
Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,2013,775000,Diesel,Automatic,First,5,19.3,1968.0,141.0,12,7.5,Skoda,Octavia Ambition
Toyota Corolla H4,Kolkata,2008,80000,Petrol,Automatic,First,5,11.3,1794.0,125.0,17,2.8,Toyota,Corolla H4
Hyundai i20 Asta Option 1.2,Coimbatore,2016,24973,Petrol,Manual,First,5,18.6,1197.0,81.83,9,7.66,Hyundai,i20 Asta
Maruti Vitara Brezza LDi,Chennai,2016,45000,Diesel,Manual,First,5,24.3,1248.0,88.5,9,7.15,Maruti,Vitara Brezza
Honda City 1.5 V MT,Delhi,2010,87430,Petrol,Manual,First,5,17.0,1497.0,118.0,15,3.5,Honda,City 1.5
Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,133944,Diesel,Manual,Second,5,18.0,1248.0,75.0,11,3.5,Tata,Indica Vista
Honda Amaze S i-Dtech,Kolkata,2013,57000,Diesel,Manual,First,5,25.8,1498.0,98.6,12,3.45,Honda,Amaze S
Hyundai EON D Lite Plus,Coimbatore,2016,27904,Petrol,Manual,First,5,21.1,814.0,55.2,9,3.55,Hyundai,EON D
BMW 3 Series Luxury Line,Kochi,2015,30717,Diesel,Automatic,Second,5,21.76,1995.0,190.0,10,25.99,BMW,3 Series
Hyundai Verna 1.6 SX,Bangalore,2012,80000,Diesel,Manual,First,5,22.32,1582.0,126.32,13,5.25,Hyundai,Verna 1.6
Tata Manza Club Class Quadrajet90 LS,Ahmedabad,2013,47304,Diesel,Manual,First,5,21.02,1248.0,88.8,12,2.9,Tata,Manza Club
Skoda Octavia RS,Jaipur,2005,100000,Petrol,Automatic,First,5,14.45,1984.0,227.0,20,2.05,Skoda,Octavia RS
Maruti Alto K10 VXI,Pune,2017,30000,Petrol,Manual,First,5,24.07,998.0,67.1,8,3.75,Maruti,Alto K10
Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,68000,Diesel,Manual,First,5,22.7,1498.0,89.84,11,6.75,Ford,Ecosport 1.5
Chevrolet Spark 1.0 LS,Kolkata,2011,21000,Petrol,Manual,Second,5,18.0,995.0,62.0,14,0.95,Chevrolet,Spark 1.0
Jaguar XF 2.0 Diesel Portfolio,Hyderabad,2017,21000,Diesel,Automatic,First,5,19.33,1999.0,177.0,8,52.0,Jaguar,XF 2.0
Honda CR-V RVi MT,Jaipur,2007,119000,Petrol,Manual,Third,5,13.1,1997.0,141.1,18,3.91,Honda,CR-V RVi
Skoda Superb L&K 1.8 TSI AT,Kochi,2019,13747,Petrol,Automatic,First,5,14.67,1798.0,177.46,6,27.3,Skoda,Superb L&K
Hyundai i10 Magna 1.2,Chennai,2009,620000,Petrol,Manual,First,5,20.36,1197.0,78.9,16,2.7,Hyundai,i10 Magna
Maruti Swift LDI,Delhi,2013,70000,Diesel,Manual,First,5,22.9,1248.0,74.0,12,3.5,Maruti,Swift LDI
Maruti Swift Dzire VXi AT,Mumbai,2016,18000,Petrol,Automatic,First,5,18.5,1197.0,83.14,9,6.2,Maruti,Swift Dzire
Nissan Micra Diesel XV,Chennai,2011,83000,Diesel,Manual,First,5,23.08,1461.0,63.1,14,2.75,Nissan,Micra Diesel
Maruti Swift Dzire Tour LDI,Mumbai,2015,130000,Diesel,Manual,First,5,23.4,1248.0,74.0,10,3.25,Maruti,Swift Dzire
Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,2012,63400,Diesel,Manual,First,5,17.8,1399.0,67.0,13,3.25,Ford,Fiesta Classic
Maruti Zen LX,Kolkata,2003,65000,Petrol,Manual,First,5,17.3,993.0,60.0,22,0.65,Maruti,Zen LX
Mini Clubman Cooper S,Pune,2017,8350,Petrol,Manual,First,5,13.8,1998.0,192.0,8,35.0,Mini,Clubman Cooper
Toyota Etios GD,Kolkata,2014,45000,Diesel,Manual,First,5,23.59,1364.0,67.05,11,3.25,Toyota,Etios GD
Maruti Alto 800 2016-2019 LXI,Kolkata,2018,26200,Petrol,Manual,First,5,24.7,796.0,47.3,7,2.9,Maruti,Alto 800
